Chr	start	stop	V4	V5	V6	M24C1_LSD1	M24C2_LSD1	M24D1_LSD1	M24D2_LSD1	M24G1_LSD1	M24G2_LSD1	M24Q1_LSD1	M24Q2_LSD1
chr13	60396878	60396982	LSD1_peak_4862	0	.	21	14	26	21	30	42	16	24
chr13	60398351	60398813	LSD1_peak_4863	0	.	41	47	28	37	53	61	74	55
chr13	63381232	63382169	LSD1_peak_4864	0	.	77	97	140	134	142	129	149	148
chr13	66076632	66076878	LSD1_peak_4865	0	.	19	38	45	16	29	43	44	41
chr13	67520201	67520963	LSD1_peak_4866	0	.	82	102	82	72	67	89	82	84
chr13	67553913	67554715	LSD1_peak_4867	0	.	95	99	123	133	78	137	113	131
chr13	67555028	67555569	LSD1_peak_4868	0	.	47	67	50	31	69	58	52	47
chr13	67620970	67621081	LSD1_peak_4869	0	.	8	12	2	11	5	15	13	14
chr13	67643060	67643303	LSD1_peak_4870	0	.	17	23	21	24	18	13	26	35
chr13	71613148	71613657	LSD1_peak_4871	0	.	44	48	120	56	96	56	79	84
chr13	71797686	71798194	LSD1_peak_4872	0	.	49	75	88	71	64	56	76	61
chr13	71828099	71828211	LSD1_peak_4873	0	.	14	21	18	13	20	18	21	17
chr13	71828478	71828915	LSD1_peak_4874	0	.	46	56	55	58	60	71	50	59
chr13	71831021	71831798	LSD1_peak_4875	0	.	64	54	77	79	80	92	103	99
chr13	71864386	71865384	LSD1_peak_4876	0	.	111	71	98	113	115	155	159	144
chr13	71868376	71868772	LSD1_peak_4877	0	.	26	32	47	48	46	41	67	73
chr13	71869185	71869360	LSD1_peak_4878	0	.	21	9	14	28	24	22	23	37
chr13	71870379	71870828	LSD1_peak_4879	0	.	50	47	53	57	52	60	59	56
chr13	71871209	71871513	LSD1_peak_4880	0	.	27	32	32	34	39	41	48	45
chr13	71875839	71876040	LSD1_peak_4881	0	.	17	16	11	46	19	22	25	37
chr13	71938448	71939797	LSD1_peak_4882	0	.	133	179	139	137	138	176	159	206
chr13	72700812	72701143	LSD1_peak_4883	0	.	19	26	16	26	22	36	36	36
chr13	72805926	72806458	LSD1_peak_4884	0	.	44	53	71	86	65	71	78	87
chr13	72999984	73000485	LSD1_peak_4885	0	.	51	49	41	45	36	94	60	67
chr13	74656915	74657219	LSD1_peak_4886	0	.	11	14	67	24	42	41	47	31
chr13	74766855	74767470	LSD1_peak_4887	0	.	72	82	143	85	103	98	82	100
chr13	75482338	75483070	LSD1_peak_4888	0	.	90	99	204	177	82	151	156	131
chr13	75489783	75490274	LSD1_peak_4889	0	.	40	33	62	64	81	83	75	59
chr13	75504830	75505648	LSD1_peak_4890	0	.	75	70	152	113	107	116	125	137
chr13	75505649	75506077	LSD1_peak_4891	0	.	33	43	30	50	25	52	33	49
chr13	75507456	75507684	LSD1_peak_4892	0	.	16	9	25	29	17	24	24	22
chr13	75511762	75511802	LSD1_peak_4893	0	.	6	5	7	2	13	5	9	8
chr13	75514332	75514918	LSD1_peak_4894	0	.	58	51	71	77	44	80	98	80
chr13	75537586	75537745	LSD1_peak_4895	0	.	15	12	14	11	11	13	14	5
chr13	75541117	75542071	LSD1_peak_4896	0	.	64	66	97	61	97	106	103	125
chr13	75549776	75550005	LSD1_peak_4897	0	.	15	10	14	16	17	25	23	20
chr13	75635692	75636764	LSD1_peak_4898	0	.	92	122	101	105	132	166	135	139
chr13	75702450	75703050	LSD1_peak_4899	0	.	52	58	76	70	60	63	53	71
chr13	76711632	76711948	LSD1_peak_4900	0	.	19	21	32	24	15	38	49	43
chr13	76744809	76746649	LSD1_peak_4901	0	.	247	235	276	268	306	376	352	365
chr13	76750284	76750571	LSD1_peak_4902	0	.	34	33	28	41	14	33	34	21
chr13	76879311	76880142	LSD1_peak_4903	0	.	120	117	164	181	165	180	129	145
chr13	76882365	76882976	LSD1_peak_4904	0	.	62	41	180	142	60	76	99	111
chr13	76885475	76886685	LSD1_peak_4905	0	.	158	146	148	189	136	179	178	140
chr13	77065398	77065775	LSD1_peak_4906	0	.	45	48	48	39	40	46	37	26
chr13	77300530	77300712	LSD1_peak_4907	0	.	31	25	41	32	24	20	35	32
chr13	77323743	77324547	LSD1_peak_4908	0	.	101	79	151	99	80	112	86	107
chr13	77324887	77325445	LSD1_peak_4909	0	.	31	39	52	62	65	56	83	66
chr13	77329471	77330388	LSD1_peak_4910	0	.	119	99	176	139	142	168	149	126
chr13	77353762	77354083	LSD1_peak_4911	0	.	16	20	31	41	29	55	59	40
chr13	77387041	77387883	LSD1_peak_4912	0	.	84	101	155	162	113	116	122	136
chr13	77416743	77417325	LSD1_peak_4913	0	.	21	34	84	62	32	78	77	63
chr13	77429484	77429761	LSD1_peak_4914	0	.	49	59	47	36	30	54	42	36
chr13	77430004	77430159	LSD1_peak_4915	0	.	22	21	13	17	13	31	17	31
chr13	77460096	77460429	LSD1_peak_4916	0	.	46	39	73	42	77	52	49	45
chr13	77789225	77789835	LSD1_peak_4917	0	.	30	44	41	36	52	51	61	66
chr13	78022172	78022539	LSD1_peak_4918	0	.	46	56	42	32	36	61	44	49
chr13	78102313	78102608	LSD1_peak_4919	0	.	42	34	68	53	29	46	60	46
chr13	78159111	78159419	LSD1_peak_4920	0	.	29	18	29	21	35	52	13	25
chr13	78159756	78159927	LSD1_peak_4921	0	.	8	17	12	14	14	9	25	15
chr13	79127919	79128620	LSD1_peak_4922	0	.	74	88	126	127	125	105	104	96
chr13	79193759	79194967	LSD1_peak_4923	0	.	108	104	162	147	168	168	142	150
chr13	79211642	79212071	LSD1_peak_4924	0	.	27	35	31	56	40	52	42	55
chr13	79213500	79214695	LSD1_peak_4925	0	.	118	133	107	153	138	151	154	158
chr13	79226996	79228045	LSD1_peak_4926	0	.	83	65	89	105	137	92	134	116
chr13	79282883	79283408	LSD1_peak_4927	0	.	35	38	87	72	57	111	38	79
chr13	79384285	79384525	LSD1_peak_4928	0	.	13	24	29	27	17	17	21	25
chr13	79405633	79405664	LSD1_peak_4929	0	.	5	6	7	7	17	14	12	8
chr13	79451310	79451918	LSD1_peak_4930	0	.	65	69	118	86	97	80	97	71
chr13	79480938	79481427	LSD1_peak_4931	0	.	72	64	83	73	62	78	83	62
chr13	79481503	79482228	LSD1_peak_4932	0	.	45	41	94	69	76	85	61	43
chr13	79520625	79520873	LSD1_peak_4933	0	.	12	18	6	13	10	16	19	23
chr13	79522510	79523025	LSD1_peak_4934	0	.	28	62	78	82	41	61	51	60
chr13	79524697	79525498	LSD1_peak_4935	0	.	44	64	51	77	45	51	96	80
chr13	79813319	79813698	LSD1_peak_4936	0	.	33	18	30	24	14	23	38	27
chr13	79914482	79914666	LSD1_peak_4937	0	.	31	26	15	15	12	24	36	45
chr13	80036880	80037122	LSD1_peak_4938	0	.	39	30	57	53	51	42	41	36
chr13	80167944	80169090	LSD1_peak_4939	0	.	98	103	156	139	142	142	132	142
chr13	80173398	80173681	LSD1_peak_4940	0	.	13	14	36	26	20	17	23	38
chr13	80339937	80341276	LSD1_peak_4941	0	.	146	150	150	168	175	157	267	176
chr13	80442430	80443548	LSD1_peak_4942	0	.	92	86	81	81	84	83	162	136
chr13	80444294	80444419	LSD1_peak_4943	0	.	16	19	16	26	14	23	14	23
chr13	80454118	80454721	LSD1_peak_4944	0	.	63	62	73	96	95	77	82	79
chr13	85772242	85772744	LSD1_peak_4945	0	.	42	40	72	51	62	98	77	58
chr13	86553509	86553612	LSD1_peak_4946	0	.	8	10	28	22	18	17	22	24
chr13	86553659	86554571	LSD1_peak_4947	0	.	87	105	75	107	154	135	121	140
chr13	86571965	86572471	LSD1_peak_4948	0	.	39	36	84	92	66	91	79	73
chr13	86709954	86710439	LSD1_peak_4949	0	.	52	51	61	56	68	76	61	80
chr13	87124033	87124679	LSD1_peak_4950	0	.	68	80	133	101	74	176	106	78
chr13	87894152	87894680	LSD1_peak_4951	0	.	38	45	49	33	47	55	71	59
chr13	88022862	88023508	LSD1_peak_4952	0	.	45	48	94	84	57	38	94	73
chr13	88074825	88075447	LSD1_peak_4953	0	.	33	58	89	92	35	68	79	90
chr13	88084973	88085606	LSD1_peak_4954	0	.	53	56	87	83	52	79	67	67
chr13	88097656	88097940	LSD1_peak_4955	0	.	23	17	32	22	28	27	33	55
chr13	88704538	88704960	LSD1_peak_4956	0	.	31	36	39	24	33	49	43	50
chr13	88919424	88920907	LSD1_peak_4957	0	.	96	149	138	114	159	150	154	197
chr13	88921279	88921431	LSD1_peak_4958	0	.	5	10	7	15	12	10	10	9
chr13	88938147	88938313	LSD1_peak_4959	0	.	32	20	51	26	16	37	28	43
chr13	89982504	89982793	LSD1_peak_4960	0	.	24	35	58	43	51	54	26	34
chr13	92224401	92225465	LSD1_peak_4961	0	.	102	104	171	208	151	212	153	185
chr13	92226177	92226697	LSD1_peak_4962	0	.	38	44	27	43	60	33	53	56
chr13	94549212	94549865	LSD1_peak_4963	0	.	59	69	162	135	84	107	118	116
chr13	94595915	94596171	LSD1_peak_4964	0	.	17	17	22	17	21	28	17	33
chr13	95227032	95227179	LSD1_peak_4965	0	.	15	10	29	27	14	19	25	18
chr13	95227679	95228436	LSD1_peak_4966	0	.	51	76	51	53	60	60	90	82
chr13	95479890	95480979	LSD1_peak_4967	0	.	107	115	133	131	105	137	184	128
chr13	95507443	95507873	LSD1_peak_4968	0	.	32	31	18	29	42	39	28	43
chr13	95509260	95510320	LSD1_peak_4969	0	.	81	116	135	170	149	158	170	171
chr13	95518934	95519193	LSD1_peak_4970	0	.	5	19	11	21	8	29	32	26
chr13	95524283	95524620	LSD1_peak_4971	0	.	22	32	41	47	26	29	31	65
chr13	95707529	95708322	LSD1_peak_4972	0	.	48	94	94	133	105	114	99	87
chr13	95708724	95708910	LSD1_peak_4973	0	.	24	14	11	16	18	19	20	19
chr13	96053100	96053348	LSD1_peak_4974	0	.	25	13	26	15	14	24	29	34
chr13	97209973	97211104	LSD1_peak_4975	0	.	157	137	339	268	193	254	257	252
chr13	97223505	97223609	LSD1_peak_4976	0	.	6	5	10	9	10	20	8	13
chr13	97384060	97384531	LSD1_peak_4977	0	.	49	49	19	34	24	40	31	30
chr13	97384577	97384911	LSD1_peak_4978	0	.	25	22	16	47	55	57	32	30
chr13	97386639	97388140	LSD1_peak_4979	0	.	219	186	357	385	270	400	335	300
chr13	97388228	97388710	LSD1_peak_4980	0	.	27	49	56	31	60	50	48	58
chr13	97388750	97388832	LSD1_peak_4981	0	.	11	6	5	9	19	20	6	9
chr13	97432540	97433009	LSD1_peak_4982	0	.	31	39	45	49	54	59	69	53
chr13	97854835	97854922	LSD1_peak_4983	0	.	2	6	5	12	9	5	9	14
chr13	98476366	98477104	LSD1_peak_4984	0	.	85	108	101	94	103	118	108	107
chr13	98546254	98546283	LSD1_peak_4985	0	.	0	0	2	0	2	6	3	4
chr13	98548746	98549374	LSD1_peak_4986	0	.	44	58	62	52	73	70	72	73
chr13	98568946	98569762	LSD1_peak_4987	0	.	55	76	78	69	87	92	108	92
chr13	98649260	98649901	LSD1_peak_4988	0	.	59	43	50	36	33	57	60	54
chr13	98650650	98651152	LSD1_peak_4989	0	.	51	48	61	52	61	64	53	81
chr13	98652759	98652806	LSD1_peak_4990	0	.	6	4	1	4	2	6	8	1
chr13	99046150	99046836	LSD1_peak_4991	0	.	94	109	172	154	158	150	158	194
chr13	99125052	99125347	LSD1_peak_4992	0	.	25	31	46	38	43	50	26	30
chr13	99143937	99144817	LSD1_peak_4993	0	.	95	64	221	220	181	185	206	152
chr13	99200178	99200666	LSD1_peak_4994	0	.	48	34	55	55	56	65	86	62
chr13	99201752	99202228	LSD1_peak_4995	0	.	26	39	40	34	29	50	57	51
chr13	99223039	99223216	LSD1_peak_4996	0	.	26	20	10	11	32	18	20	28
chr13	99223574	99223853	LSD1_peak_4997	0	.	20	15	28	26	23	42	37	34
chr13	99225412	99225869	LSD1_peak_4998	0	.	41	49	52	46	50	54	72	77
chr13	99227566	99228674	LSD1_peak_4999	0	.	121	122	159	155	132	180	197	168
chr13	99229422	99229863	LSD1_peak_5000	0	.	42	40	52	82	64	68	66	70
chr13	99230211	99230498	LSD1_peak_5001	0	.	6	31	19	33	24	17	38	25
chr13	99230805	99232241	LSD1_peak_5002	0	.	115	145	144	178	161	195	208	181
chr13	99255597	99256085	LSD1_peak_5003	0	.	46	52	40	65	25	51	47	33
chr13	99256243	99259681	LSD1_peak_5004	0	.	362	352	571	588	523	627	609	559
chr13	99270861	99271196	LSD1_peak_5005	0	.	11	21	23	33	19	35	29	31
chr13	99277361	99278829	LSD1_peak_5006	0	.	134	151	282	243	224	252	233	213
chr13	99280382	99280744	LSD1_peak_5007	0	.	38	50	28	32	62	48	40	31
chr13	99281036	99283255	LSD1_peak_5008	0	.	208	286	330	319	269	291	389	362
chr13	99289522	99290215	LSD1_peak_5009	0	.	46	68	92	68	77	87	67	63
chr13	99303767	99304376	LSD1_peak_5010	0	.	64	77	102	84	73	101	89	50
chr13	99306863	99307390	LSD1_peak_5011	0	.	49	48	51	57	47	84	58	50
chr13	99307589	99307889	LSD1_peak_5012	0	.	45	31	26	26	37	30	47	52
chr13	99309750	99313136	LSD1_peak_5013	0	.	412	422	487	552	525	518	545	526
chr13	99313560	99313755	LSD1_peak_5014	0	.	26	27	18	34	27	19	18	25
chr13	99316378	99316572	LSD1_peak_5015	0	.	12	5	7	14	35	17	28	17
chr13	99317138	99317674	LSD1_peak_5016	0	.	22	24	26	38	38	42	68	61
chr13	99320205	99323072	LSD1_peak_5017	0	.	277	280	392	438	345	497	411	411
chr13	99406831	99407199	LSD1_peak_5018	0	.	53	47	78	84	51	96	80	56
chr13	99421668	99422526	LSD1_peak_5019	0	.	51	75	67	83	53	83	94	101
chr13	99432200	99433260	LSD1_peak_5020	0	.	93	125	143	126	137	149	159	151
chr13	99437195	99437716	LSD1_peak_5021	0	.	45	72	75	78	72	106	104	84
chr13	99483803	99484247	LSD1_peak_5022	0	.	41	38	24	32	44	25	34	29
chr13	99484324	99484918	LSD1_peak_5023	0	.	48	58	113	118	115	127	88	103
chr13	99498971	99499275	LSD1_peak_5024	0	.	18	23	26	36	28	31	37	36
chr13	99501575	99501991	LSD1_peak_5025	0	.	39	25	31	30	37	37	42	35
chr13	99507071	99507387	LSD1_peak_5026	0	.	16	26	13	33	25	35	42	43
chr13	99508001	99508395	LSD1_peak_5027	0	.	11	28	31	25	24	48	44	41
chr13	99905218	99905658	LSD1_peak_5028	0	.	23	61	77	49	66	85	58	62
chr13	100357073	100357238	LSD1_peak_5029	0	.	12	25	27	39	25	24	22	16
chr13	100392747	100393166	LSD1_peak_5030	0	.	36	43	85	83	70	91	60	38
chr13	100423125	100423273	LSD1_peak_5031	0	.	12	11	15	8	12	13	12	12
chr13	100423366	100423744	LSD1_peak_5032	0	.	36	18	57	37	39	67	41	39
chr13	100609527	100609604	LSD1_peak_5033	0	.	14	7	3	8	7	9	9	6
chr13	101338823	101339510	LSD1_peak_5034	0	.	42	57	115	86	69	81	98	117
chr13	102592206	102592735	LSD1_peak_5035	0	.	42	44	64	26	38	71	55	51
chr13	102596365	102596654	LSD1_peak_5036	0	.	41	27	32	31	43	45	33	28
chr13	102772765	102773049	LSD1_peak_5037	0	.	17	30	17	38	25	20	30	21
chr13	102773245	102773365	LSD1_peak_5038	0	.	21	7	11	22	11	21	14	9
chr13	102797390	102797695	LSD1_peak_5039	0	.	34	24	43	29	29	30	32	45
chr13	102999494	103000123	LSD1_peak_5040	0	.	74	71	54	41	66	56	79	68
chr13	103000766	103001305	LSD1_peak_5041	0	.	64	58	21	36	41	51	44	61
chr13	103006705	103007580	LSD1_peak_5042	0	.	67	80	103	65	83	106	97	120
chr13	103078067	103078746	LSD1_peak_5043	0	.	74	63	44	48	41	50	92	73
chr13	103977272	103977576	LSD1_peak_5044	0	.	19	19	29	33	40	40	38	46
chr13	104810239	104810788	LSD1_peak_5045	0	.	47	59	44	46	47	50	55	57
chr13	104837518	104837930	LSD1_peak_5046	0	.	53	38	57	112	55	69	61	71
chr13	104869543	104870069	LSD1_peak_5047	0	.	54	66	91	117	75	56	83	62
chr13	104871419	104871804	LSD1_peak_5048	0	.	27	42	83	55	53	75	57	43
chr13	104984026	104984965	LSD1_peak_5049	0	.	76	114	151	148	105	142	153	174
chr13	105139051	105140241	LSD1_peak_5050	0	.	83	126	181	203	152	215	210	179
chr13	105177175	105178005	LSD1_peak_5051	0	.	74	112	105	132	150	167	158	159
chr13	105569908	105570218	LSD1_peak_5052	0	.	22	21	35	30	23	51	44	30
chr13	105920059	105920442	LSD1_peak_5053	0	.	27	40	48	30	50	50	48	43
chr13	105934082	105934898	LSD1_peak_5054	0	.	62	54	88	74	78	133	75	121
chr13	105991571	105992058	LSD1_peak_5055	0	.	29	19	40	40	40	57	55	28
chr13	106103669	106104336	LSD1_peak_5056	0	.	66	88	88	84	53	76	78	85
chr13	106182424	106182999	LSD1_peak_5057	0	.	69	79	107	89	103	124	100	116
chr13	106464057	106464734	LSD1_peak_5058	0	.	41	55	69	89	74	98	65	91
chr13	106493468	106494081	LSD1_peak_5059	0	.	53	50	120	110	116	129	86	88
chr13	106498587	106499028	LSD1_peak_5060	0	.	49	25	45	30	32	39	48	39
chr13	106500142	106500532	LSD1_peak_5061	0	.	41	24	30	27	45	47	33	30
chr13	106535913	106536360	LSD1_peak_5062	0	.	30	21	47	46	39	34	56	55
chr13	108266507	108267111	LSD1_peak_5063	0	.	49	47	26	65	64	60	80	70
chr13	108269300	108270494	LSD1_peak_5064	0	.	136	131	209	165	205	216	208	174
chr13	108271853	108272048	LSD1_peak_5065	0	.	15	22	15	14	20	26	22	23
chr13	108281889	108282568	LSD1_peak_5066	0	.	62	60	76	78	67	111	56	75
chr13	109131176	109132625	LSD1_peak_5067	0	.	158	196	236	233	246	206	266	265
chr13	109161484	109162726	LSD1_peak_5068	0	.	78	120	185	127	135	201	141	130
chr13	109384829	109385114	LSD1_peak_5069	0	.	16	21	30	39	31	33	38	22
chr13	109387091	109388011	LSD1_peak_5070	0	.	59	69	68	91	109	81	138	131
chr13	109389162	109389409	LSD1_peak_5071	0	.	13	27	33	30	27	38	32	32
chr13	109389651	109390408	LSD1_peak_5072	0	.	73	84	176	151	152	179	113	118
chr13	109397941	109398104	LSD1_peak_5073	0	.	27	16	19	22	17	19	13	28
chr13	109398175	109398207	LSD1_peak_5074	0	.	3	5	8	7	14	9	1	9
chr13	109399742	109400174	LSD1_peak_5075	0	.	18	18	22	34	40	40	55	39
chr13	109400390	109400679	LSD1_peak_5076	0	.	30	32	43	40	31	31	39	34
chr13	109402820	109403791	LSD1_peak_5077	0	.	70	82	113	130	117	115	118	106
chr13	109654264	109655309	LSD1_peak_5078	0	.	53	77	88	86	106	150	101	109
chr13	109655602	109656330	LSD1_peak_5079	0	.	56	45	21	71	40	72	51	80
chr13	109705053	109705313	LSD1_peak_5080	0	.	19	15	53	33	16	26	28	30
chr13	109785677	109786414	LSD1_peak_5081	0	.	38	57	48	53	63	56	78	85
chr13	109787184	109787292	LSD1_peak_5082	0	.	10	5	9	2	6	14	6	8
chr13	109787558	109787913	LSD1_peak_5083	0	.	26	36	22	32	29	36	36	41
chr13	110137916	110138600	LSD1_peak_5084	0	.	86	135	170	142	171	169	157	151
chr13	110159599	110162280	LSD1_peak_5085	0	.	248	257	343	350	313	438	393	386
chr13	110162762	110163042	LSD1_peak_5086	0	.	13	21	28	44	23	20	31	36
chr13	110471104	110471292	LSD1_peak_5087	0	.	8	29	24	19	13	37	30	17
chr13	110520664	110521996	LSD1_peak_5088	0	.	93	118	189	216	157	210	175	201
chr13	110522030	110522349	LSD1_peak_5089	0	.	28	31	78	38	50	76	33	36
chr13	110528203	110528619	LSD1_peak_5090	0	.	15	32	56	38	22	37	29	32
chr13	110561367	110561478	LSD1_peak_5091	0	.	13	16	15	23	30	22	29	19
chr13	110561634	110562515	LSD1_peak_5092	0	.	88	101	121	138	137	136	145	112
chr13	110575513	110576188	LSD1_peak_5093	0	.	36	76	112	137	112	106	93	84
chr13	110576825	110577106	LSD1_peak_5094	0	.	25	23	18	37	35	14	36	26
chr13	110579693	110580194	LSD1_peak_5095	0	.	39	48	74	77	66	79	80	61
chr13	110611070	110611527	LSD1_peak_5096	0	.	50	33	49	65	45	60	58	45
chr13	110675872	110677096	LSD1_peak_5097	0	.	112	95	112	117	81	118	130	140
chr13	110705136	110705360	LSD1_peak_5098	0	.	11	7	17	23	11	21	24	11
chr13	111281795	111282439	LSD1_peak_5099	0	.	51	44	61	50	67	35	60	56
chr13	112583592	112584170	LSD1_peak_5100	0	.	62	62	73	85	61	83	84	89
chr13	112614075	112614488	LSD1_peak_5101	0	.	25	36	37	31	35	33	54	52
chr13	112691079	112691465	LSD1_peak_5102	0	.	31	34	26	38	50	35	51	46
chr13	112768018	112768376	LSD1_peak_5103	0	.	53	63	85	39	42	99	78	45
chr13	113411703	113411846	LSD1_peak_5104	0	.	9	14	28	22	10	18	14	13
chr13	113490493	113491288	LSD1_peak_5105	0	.	93	74	116	65	89	99	99	120
chr13	113492979	113493510	LSD1_peak_5106	0	.	50	68	86	87	89	72	78	78
chr13	113616752	113617105	LSD1_peak_5107	0	.	26	34	33	38	30	38	41	46
chr13	113741552	113741600	LSD1_peak_5108	0	.	6	8	22	13	13	10	14	15
chr13	113741655	113742481	LSD1_peak_5109	0	.	70	91	89	126	117	142	96	79
chr13	113862592	113863646	LSD1_peak_5110	0	.	130	164	137	211	134	203	166	198
chr13	113863889	113864125	LSD1_peak_5111	0	.	18	22	16	26	20	24	22	20
chr13	113908127	113908734	LSD1_peak_5112	0	.	54	31	90	76	91	85	82	84
chr13	113912590	113913104	LSD1_peak_5113	0	.	39	49	61	84	47	82	60	48
chr13	113916023	113916345	LSD1_peak_5114	0	.	35	30	82	32	52	54	40	54
chr13	113916420	113916534	LSD1_peak_5115	0	.	12	14	44	41	38	45	32	29
chr13	113916591	113917058	LSD1_peak_5116	0	.	35	34	61	79	55	77	51	60
chr13	114044689	114045455	LSD1_peak_5117	0	.	44	87	89	136	57	135	93	111
chr13	114053644	114053758	LSD1_peak_5118	0	.	8	5	11	12	6	15	13	23
chr13	114062624	114063103	LSD1_peak_5119	0	.	46	49	85	41	60	68	92	69
chr13	114063214	114063235	LSD1_peak_5120	0	.	2	1	5	5	2	4	1	4
chr13	114063621	114066193	LSD1_peak_5121	0	.	282	351	361	419	421	428	507	415
chr13	114067259	114067411	LSD1_peak_5122	0	.	20	16	13	11	17	20	29	6
chr13	114067488	114067849	LSD1_peak_5123	0	.	37	38	52	51	64	78	51	65
chr13	114111629	114112039	LSD1_peak_5124	0	.	19	17	50	62	31	54	43	51
chr13	114115228	114115712	LSD1_peak_5125	0	.	52	72	73	33	67	63	45	58
chr13	114128950	114129698	LSD1_peak_5126	0	.	84	92	102	124	117	121	129	103
chr13	114130699	114131399	LSD1_peak_5127	0	.	67	50	85	71	95	93	80	128
chr13	114131631	114131760	LSD1_peak_5128	0	.	15	5	22	10	10	17	13	10
chr13	114148283	114148805	LSD1_peak_5129	0	.	26	23	48	43	34	32	55	41
chr13	114150827	114151024	LSD1_peak_5130	0	.	14	16	42	28	12	23	17	27
chr13	114151130	114152098	LSD1_peak_5131	0	.	75	121	107	145	114	108	112	135
chr13	114152101	114152508	LSD1_peak_5132	0	.	31	30	32	37	44	63	35	30
chr13	114152716	114154148	LSD1_peak_5133	0	.	133	182	181	182	239	170	233	194
chr13	114167583	114167675	LSD1_peak_5134	0	.	3	14	32	19	13	24	9	24
chr13	114221675	114222277	LSD1_peak_5135	0	.	27	52	67	84	62	42	63	41
chr13	114222496	114222855	LSD1_peak_5136	0	.	45	63	109	76	67	100	102	84
chr13	114223128	114223198	LSD1_peak_5137	0	.	2	6	9	4	7	9	4	6
chr13	114229717	114230163	LSD1_peak_5138	0	.	39	41	72	63	49	43	45	51
chr13	114279947	114280262	LSD1_peak_5139	0	.	19	18	13	19	17	26	37	30
chr13	114282511	114282653	LSD1_peak_5140	0	.	12	6	15	11	10	25	24	18
chr14	20179030	20181273	LSD1_peak_5141	0	.	159	210	237	209	183	267	296	303
chr14	20332857	20333296	LSD1_peak_5142	0	.	21	21	24	28	29	18	52	43
chr14	20413608	20413768	LSD1_peak_5143	0	.	5	12	11	9	6	16	15	17
chr14	20427077	20428287	LSD1_peak_5144	0	.	89	104	156	144	134	204	137	184
chr14	20469439	20470128	LSD1_peak_5145	0	.	42	38	46	74	56	84	63	86
chr14	20493820	20494198	LSD1_peak_5146	0	.	26	22	44	28	43	63	26	20
chr14	20612443	20613220	LSD1_peak_5147	0	.	29	36	41	83	65	30	64	80
chr14	20632776	20633153	LSD1_peak_5148	0	.	18	21	33	39	24	28	33	40
chr14	20663323	20663638	LSD1_peak_5149	0	.	14	14	24	28	25	35	20	26
chr14	20663677	20663819	LSD1_peak_5150	0	.	8	10	6	13	12	11	8	7
chr14	20682525	20683253	LSD1_peak_5151	0	.	51	53	84	69	49	63	109	90
chr14	20683554	20683791	LSD1_peak_5152	0	.	17	24	22	24	12	19	24	15
chr14	20780874	20781350	LSD1_peak_5153	0	.	25	43	34	44	51	45	54	39
chr14	20781723	20782407	LSD1_peak_5154	0	.	39	42	64	39	41	60	64	60
chr14	20792935	20793344	LSD1_peak_5155	0	.	14	21	12	20	16	34	41	23
chr14	20793763	20793964	LSD1_peak_5156	0	.	3	12	13	9	17	21	27	8
chr14	20794469	20795163	LSD1_peak_5157	0	.	55	70	158	139	101	130	109	132
chr14	20799151	20799593	LSD1_peak_5158	0	.	30	33	35	37	49	29	27	25
chr14	20800066	20800846	LSD1_peak_5159	0	.	48	64	66	79	73	81	100	79
chr14	20816856	20817177	LSD1_peak_5160	0	.	37	22	30	34	13	19	36	9
chr14	20891074	20892086	LSD1_peak_5161	0	.	80	92	105	132	101	138	144	115
chr14	20919244	20919305	LSD1_peak_5162	0	.	14	2	10	11	6	17	10	7
chr14	20942774	20942778	LSD1_peak_5163	0	.	0	2	2	1	5	3	3	3
chr14	20955105	20956061	LSD1_peak_5164	0	.	91	53	174	197	111	136	139	80
chr14	20990204	20990347	LSD1_peak_5165	0	.	2	8	7	12	8	18	18	11
chr14	21015137	21015743	LSD1_peak_5166	0	.	37	23	56	57	82	75	67	52
chr14	21071154	21071365	LSD1_peak_5167	0	.	14	16	25	17	20	27	18	31
chr14	21071678	21072434	LSD1_peak_5168	0	.	49	55	81	95	75	69	115	78
chr14	22424078	22424447	LSD1_peak_5169	0	.	8	13	29	18	16	13	26	35
chr14	22427640	22428398	LSD1_peak_5170	0	.	71	70	80	93	87	116	102	73
chr14	22428666	22428860	LSD1_peak_5171	0	.	14	8	22	27	6	18	14	10
chr14	22429187	22429236	LSD1_peak_5172	0	.	8	8	4	16	7	9	5	5
chr14	22432514	22432826	LSD1_peak_5173	0	.	7	25	17	22	26	20	30	25
chr14	22448200	22448947	LSD1_peak_5174	0	.	40	50	71	60	79	99	88	43
chr14	22456948	22457702	LSD1_peak_5175	0	.	64	47	114	60	48	75	81	66
chr14	22460654	22460772	LSD1_peak_5176	0	.	13	12	40	21	12	29	10	17
chr14	22475107	22475606	LSD1_peak_5177	0	.	31	31	23	43	31	42	36	59
chr14	22478969	22479025	LSD1_peak_5178	0	.	5	15	11	8	14	8	17	5
chr14	22481395	22482008	LSD1_peak_5179	0	.	47	29	24	40	76	67	43	59
chr14	22482303	22482738	LSD1_peak_5180	0	.	26	14	22	19	32	47	31	50
chr14	22520840	22521269	LSD1_peak_5181	0	.	20	28	21	35	25	25	40	39
chr14	22532588	22532933	LSD1_peak_5182	0	.	21	20	24	30	31	43	33	37
chr14	22534965	22535369	LSD1_peak_5183	0	.	26	16	20	27	11	27	37	41
chr14	22536786	22537674	LSD1_peak_5184	0	.	49	57	113	75	111	124	103	67
