Chr	start	stop	V4	V5	V6	M24C1_RUNX	M24C2_RUNX	M24D1_RUNX	M24D2_RUNX	M24G1_RUNX	M24G2_RUNX	M24Q1_RUNX	M24Q2_RUNX
chr4	3286018	3286419	RUNX_peak_1637	0	.	48	47	79	69	88	75	56	57
chr4	3372832	3373216	RUNX_peak_1638	0	.	104	93	70	56	133	76	82	97
chr4	6925559	6925842	RUNX_peak_1639	0	.	17	22	33	41	47	48	23	36
chr4	6941832	6942263	RUNX_peak_1640	0	.	51	26	37	34	52	32	34	39
chr4	7649808	7650150	RUNX_peak_1641	0	.	59	125	54	55	113	107	39	74
chr4	7655449	7655803	RUNX_peak_1642	0	.	52	70	41	51	55	68	53	59
chr4	10116758	10116973	RUNX_peak_1643	0	.	32	21	34	28	37	21	29	16
chr4	11480830	11481106	RUNX_peak_1644	0	.	44	69	42	38	68	82	26	44
chr4	15401169	15401415	RUNX_peak_1645	0	.	45	31	33	44	68	35	47	38
chr4	15681435	15681920	RUNX_peak_1646	0	.	108	102	90	70	128	119	109	114
chr4	15689849	15690269	RUNX_peak_1647	0	.	36	30	43	35	81	67	38	40
chr4	15778454	15778629	RUNX_peak_1648	0	.	14	15	20	9	30	22	14	16
chr4	15778661	15779519	RUNX_peak_1649	0	.	66	63	91	115	179	132	100	126
chr4	17810807	17811064	RUNX_peak_1650	0	.	63	95	58	51	93	66	67	59
chr4	25860903	25860982	RUNX_peak_1651	0	.	4	5	14	4	5	0	1	1
chr4	25881303	25881675	RUNX_peak_1652	0	.	44	60	33	46	61	64	43	45
chr4	26272762	26273883	RUNX_peak_1653	0	.	131	130	191	175	316	267	195	201
chr4	26288191	26288610	RUNX_peak_1654	0	.	45	26	33	34	48	63	25	28
chr4	37388767	37389223	RUNX_peak_1655	0	.	53	51	64	45	68	42	31	58
chr4	38857798	38858018	RUNX_peak_1656	0	.	37	41	38	25	50	28	25	62
chr4	40055622	40056057	RUNX_peak_1657	0	.	60	42	64	66	121	103	73	51
chr4	40601662	40601739	RUNX_peak_1658	0	.	8	11	12	20	27	27	16	21
chr4	40601761	40602085	RUNX_peak_1659	0	.	19	41	29	45	83	64	20	55
chr4	40621737	40622320	RUNX_peak_1660	0	.	91	92	55	96	166	124	74	68
chr4	40710244	40711056	RUNX_peak_1661	0	.	56	71	68	89	148	105	98	118
chr4	47173938	47174284	RUNX_peak_1662	0	.	27	71	55	54	59	62	40	33
chr4	47367747	47368403	RUNX_peak_1663	0	.	77	104	105	102	134	119	93	96
chr4	48227709	48227976	RUNX_peak_1664	0	.	30	40	16	35	47	40	27	24
chr4	54746292	54746655	RUNX_peak_1665	0	.	41	75	31	51	40	32	44	70
chr4	57110536	57110987	RUNX_peak_1666	0	.	86	77	61	73	126	73	90	108
chr4	61878041	61878254	RUNX_peak_1667	0	.	26	31	20	15	28	32	38	52
chr4	73732097	73732282	RUNX_peak_1668	0	.	28	36	24	26	48	42	22	45
chr4	78658053	78658275	RUNX_peak_1669	0	.	29	20	31	25	47	44	41	22
chr4	82293430	82293482	RUNX_peak_1670	0	.	5	7	7	12	21	13	13	9
chr4	83112643	83112795	RUNX_peak_1671	0	.	12	19	9	8	17	7	20	20
chr4	83123562	83124096	RUNX_peak_1672	0	.	48	37	44	37	60	48	51	52
chr4	83231411	83232157	RUNX_peak_1673	0	.	87	91	61	71	126	165	84	54
chr4	83240488	83240788	RUNX_peak_1674	0	.	38	80	24	43	77	124	48	37
chr4	83267471	83267714	RUNX_peak_1675	0	.	27	47	13	25	67	42	32	30
chr4	86960915	86961016	RUNX_peak_1676	0	.	5	7	11	6	10	7	6	4
chr4	86961425	86961990	RUNX_peak_1677	0	.	69	101	82	82	121	123	78	84
chr4	87896357	87896588	RUNX_peak_1678	0	.	38	47	21	22	50	27	34	35
chr4	100981622	100981773	RUNX_peak_1679	0	.	22	24	20	19	28	35	32	28
chr4	102502004	102502179	RUNX_peak_1680	0	.	15	16	15	10	15	6	16	14
chr4	102827945	102828108	RUNX_peak_1681	0	.	17	35	17	22	35	40	31	30
chr4	106676454	106676787	RUNX_peak_1682	0	.	25	24	26	34	52	55	25	30
chr4	109990530	109991323	RUNX_peak_1683	0	.	114	91	133	115	124	109	98	124
chr4	110032646	110032928	RUNX_peak_1684	0	.	62	87	49	57	103	63	69	73
chr4	110033937	110034193	RUNX_peak_1685	0	.	23	68	26	54	56	73	50	30
chr4	110362068	110362326	RUNX_peak_1686	0	.	42	66	28	39	63	53	24	37
chr4	112085309	112085572	RUNX_peak_1687	0	.	17	21	20	25	40	46	12	20
chr4	113564759	113565078	RUNX_peak_1688	0	.	37	22	45	48	49	55	36	43
chr4	113784648	113785097	RUNX_peak_1689	0	.	68	50	57	42	80	62	30	46
chr4	123416033	123416396	RUNX_peak_1690	0	.	41	46	32	50	66	47	40	28
chr4	123588691	123589392	RUNX_peak_1691	0	.	44	64	69	74	83	72	68	92
chr4	123599808	123600285	RUNX_peak_1692	0	.	58	44	75	59	90	88	41	66
chr4	129532515	129533263	RUNX_peak_1693	0	.	88	57	76	131	154	109	101	106
chr4	129623021	129623569	RUNX_peak_1694	0	.	36	64	68	110	113	91	63	102
chr4	139178295	139178312	RUNX_peak_1695	0	.	5	8	1	1	8	3	6	13
chr4	139208487	139208631	RUNX_peak_1696	0	.	57	61	37	37	53	59	38	32
chr4	139675506	139675832	RUNX_peak_1697	0	.	18	46	43	25	44	25	51	56
chr4	140151008	140151099	RUNX_peak_1698	0	.	6	23	4	10	9	5	11	5
chr4	147779988	147780351	RUNX_peak_1699	0	.	57	44	23	40	41	48	46	48
chr4	149765844	149766110	RUNX_peak_1700	0	.	9	16	21	8	48	38	29	18
chr4	151099430	151099870	RUNX_peak_1701	0	.	67	76	43	43	62	27	76	86
chr4	151407856	151408049	RUNX_peak_1702	0	.	23	26	16	24	50	52	31	45
chr4	153656252	153656491	RUNX_peak_1703	0	.	19	26	18	21	32	28	23	31
chr4	158484332	158484884	RUNX_peak_1704	0	.	108	83	61	38	121	104	43	71
chr4	169293372	169293881	RUNX_peak_1705	0	.	60	87	47	56	99	73	63	52
chr4	173415260	173415477	RUNX_peak_1706	0	.	24	38	20	24	65	53	28	19
chr4	173416292	173416370	RUNX_peak_1707	0	.	10	9	9	13	30	21	8	8
chr4	177442276	177442561	RUNX_peak_1708	0	.	52	95	43	34	67	40	71	67
chr4	179836436	179836941	RUNX_peak_1709	0	.	64	112	60	74	178	118	89	116
chr4	180058194	180058470	RUNX_peak_1710	0	.	45	41	21	15	43	46	24	40
chr4	183989476	183989824	RUNX_peak_1711	0	.	21	61	34	48	68	53	32	28
chr4	184811837	184812501	RUNX_peak_1712	0	.	35	58	58	90	98	81	47	57
chr4	184813488	184813750	RUNX_peak_1713	0	.	14	58	21	21	42	49	27	43
chr4	184861034	184861317	RUNX_peak_1714	0	.	15	21	23	34	45	34	13	41
chr4	185143153	185143323	RUNX_peak_1715	0	.	49	40	27	32	60	27	31	33
chr5	368602	368876	RUNX_peak_1716	0	.	28	51	35	60	60	50	44	39
chr5	373539	374187	RUNX_peak_1717	0	.	201	154	114	136	228	154	137	188
chr5	399585	400271	RUNX_peak_1718	0	.	164	224	125	188	194	227	227	142
chr5	543837	544347	RUNX_peak_1719	0	.	86	132	92	71	128	165	98	121
chr5	963779	964674	RUNX_peak_1720	0	.	142	176	128	160	292	196	145	190
chr5	1497668	1497988	RUNX_peak_1721	0	.	26	13	39	27	34	27	35	42
chr5	6645384	6645763	RUNX_peak_1722	0	.	37	83	52	48	78	70	43	59
chr5	10249623	10250080	RUNX_peak_1723	0	.	61	93	43	74	98	51	67	76
chr5	10250477	10250492	RUNX_peak_1724	0	.	5	6	2	2	1	2	2	0
chr5	10505764	10506066	RUNX_peak_1725	0	.	44	40	39	29	42	41	45	55
chr5	10537132	10537339	RUNX_peak_1726	0	.	14	19	12	21	26	17	26	31
chr5	10607366	10607802	RUNX_peak_1727	0	.	50	31	28	50	47	37	54	65
chr5	10626515	10626674	RUNX_peak_1728	0	.	16	21	13	28	23	40	27	44
chr5	10631947	10632689	RUNX_peak_1729	0	.	105	148	145	148	242	159	111	131
chr5	14809788	14810094	RUNX_peak_1730	0	.	64	48	35	37	59	66	36	36
chr5	16976155	16976688	RUNX_peak_1731	0	.	68	94	72	58	101	63	78	63
chr5	24818040	24818411	RUNX_peak_1732	0	.	48	73	31	41	74	40	49	44
chr5	27465220	27465944	RUNX_peak_1733	0	.	92	142	79	83	143	102	102	115
chr5	32390890	32391380	RUNX_peak_1734	0	.	52	56	55	72	92	61	57	51
chr5	33300121	33300177	RUNX_peak_1735	0	.	14	9	4	3	6	2	7	5
chr5	35884410	35884889	RUNX_peak_1736	0	.	64	67	63	80	92	84	65	68
chr5	36684243	36684545	RUNX_peak_1737	0	.	50	36	45	53	66	23	34	61
chr5	36685792	36685806	RUNX_peak_1738	0	.	9	1	1	2	6	4	5	3
chr5	38453643	38453950	RUNX_peak_1739	0	.	53	77	39	48	105	65	49	59
chr5	39074484	39074820	RUNX_peak_1740	0	.	36	47	38	46	64	43	50	38
chr5	40486288	40487209	RUNX_peak_1741	0	.	218	176	88	183	213	192	174	155
chr5	42992285	42992564	RUNX_peak_1742	0	.	20	28	30	33	44	47	39	56
chr5	43042518	43043046	RUNX_peak_1743	0	.	77	85	103	79	122	90	147	84
chr5	54224043	54224290	RUNX_peak_1744	0	.	39	50	16	32	54	46	33	51
chr5	54646443	54646742	RUNX_peak_1745	0	.	37	30	32	39	49	37	34	38
chr5	56763699	56764004	RUNX_peak_1746	0	.	25	42	29	47	25	41	23	38
chr5	65845674	65845728	RUNX_peak_1747	0	.	5	5	6	5	10	6	4	5
chr5	66840673	66841185	RUNX_peak_1748	0	.	37	42	34	41	53	32	47	57
chr5	68331459	68331769	RUNX_peak_1749	0	.	25	13	19	31	36	23	36	28
chr5	78003581	78004253	RUNX_peak_1750	0	.	75	51	62	59	108	64	74	76
chr5	78905679	78906017	RUNX_peak_1751	0	.	61	93	31	45	92	87	53	66
chr5	78907263	78907765	RUNX_peak_1752	0	.	83	117	70	123	176	114	126	131
chr5	80125661	80126297	RUNX_peak_1753	0	.	96	82	56	102	99	130	65	78
chr5	80181120	80181772	RUNX_peak_1754	0	.	44	44	68	65	91	49	67	79
chr5	82417648	82418116	RUNX_peak_1755	0	.	44	42	20	29	76	63	35	22
chr5	83306709	83306991	RUNX_peak_1756	0	.	35	52	21	53	82	60	31	53
chr5	87081520	87081719	RUNX_peak_1757	0	.	25	33	14	30	53	48	24	27
chr5	88825474	88825645	RUNX_peak_1758	0	.	26	12	20	14	35	43	22	36
chr5	88827113	88827506	RUNX_peak_1759	0	.	49	56	40	60	87	69	64	101
chr5	96935182	96935369	RUNX_peak_1760	0	.	45	60	44	19	69	51	36	40
chr5	99315356	99315966	RUNX_peak_1761	0	.	64	64	38	65	75	66	41	38
chr5	111774402	111774689	RUNX_peak_1762	0	.	33	36	12	41	69	42	42	38
chr5	111774888	111774941	RUNX_peak_1763	0	.	1	13	12	12	13	9	7	16
chr5	114407984	114408185	RUNX_peak_1764	0	.	18	34	23	23	55	40	31	34
chr5	119071057	119071191	RUNX_peak_1765	0	.	24	33	17	28	19	21	18	29
chr5	119340501	119341409	RUNX_peak_1766	0	.	110	132	136	119	186	203	111	126
chr5	124941438	124941733	RUNX_peak_1767	0	.	26	42	22	28	59	53	35	18
chr5	126358245	126358428	RUNX_peak_1768	0	.	24	12	11	15	36	26	20	20
chr5	126758211	126758776	RUNX_peak_1769	0	.	72	84	102	80	104	78	105	104
chr5	126912439	126912802	RUNX_peak_1770	0	.	39	48	40	48	47	55	43	38
chr5	132426486	132426944	RUNX_peak_1771	0	.	75	85	52	75	98	77	79	36
chr5	132466446	132467191	RUNX_peak_1772	0	.	142	155	137	157	229	185	153	163
chr5	133051684	133052192	RUNX_peak_1773	0	.	55	93	49	85	98	82	59	85
chr5	134503194	134503533	RUNX_peak_1774	0	.	52	52	36	68	84	44	48	38
chr5	135399318	135399522	RUNX_peak_1775	0	.	24	26	19	18	28	27	34	41
chr5	135425524	135425808	RUNX_peak_1776	0	.	28	25	40	41	30	37	42	30
chr5	135437272	135437802	RUNX_peak_1777	0	.	108	139	67	77	118	101	81	81
chr5	137582157	137582382	RUNX_peak_1778	0	.	22	21	18	36	36	33	27	34
chr5	138543406	138543713	RUNX_peak_1779	0	.	55	71	33	51	62	69	58	37
chr5	139293555	139293763	RUNX_peak_1780	0	.	56	107	60	43	71	52	64	75
chr5	139475452	139475961	RUNX_peak_1781	0	.	38	72	43	61	89	71	80	64
chr5	139482474	139482654	RUNX_peak_1782	0	.	17	16	12	20	41	32	21	22
chr5	139661146	139661489	RUNX_peak_1783	0	.	35	49	25	33	60	62	60	39
chr5	140113726	140114306	RUNX_peak_1784	0	.	81	73	75	77	112	64	52	66
chr5	140215001	140215193	RUNX_peak_1785	0	.	28	67	22	34	29	28	37	46
chr5	140342339	140342719	RUNX_peak_1786	0	.	22	36	32	24	61	43	34	35
chr5	141508656	141509491	RUNX_peak_1787	0	.	51	55	69	81	90	67	99	76
chr5	141605827	141606014	RUNX_peak_1788	0	.	29	30	20	34	38	55	40	33
chr5	142018135	142018334	RUNX_peak_1789	0	.	44	47	20	41	67	57	19	54
chr5	142726311	142726554	RUNX_peak_1790	0	.	18	15	33	47	39	22	45	21
chr5	143002531	143003000	RUNX_peak_1791	0	.	45	79	45	51	119	90	53	66
chr5	143605188	143605855	RUNX_peak_1792	0	.	73	68	75	103	153	117	82	79
chr5	147403910	147404312	RUNX_peak_1793	0	.	46	56	48	35	57	39	48	38
chr5	147437090	147437780	RUNX_peak_1794	0	.	74	69	83	86	96	92	84	108
chr5	148806047	148806205	RUNX_peak_1795	0	.	21	35	13	23	29	24	31	42
chr5	148811713	148811967	RUNX_peak_1796	0	.	11	28	32	30	18	18	19	17
chr5	150763209	150763494	RUNX_peak_1797	0	.	34	39	42	50	74	56	35	33
chr5	151483250	151484063	RUNX_peak_1798	0	.	54	80	105	76	144	101	91	62
chr5	158954175	158954416	RUNX_peak_1799	0	.	29	24	15	34	33	51	20	28
chr5	159362122	159362666	RUNX_peak_1800	0	.	75	110	60	77	133	119	51	91
chr5	159412380	159412626	RUNX_peak_1801	0	.	34	47	33	32	61	65	24	50
chr5	159773542	159773746	RUNX_peak_1802	0	.	24	20	23	18	36	28	29	22
chr5	163916538	163916907	RUNX_peak_1803	0	.	49	55	38	26	62	64	45	55
chr5	165187606	165187925	RUNX_peak_1804	0	.	29	17	25	25	17	23	22	22
chr5	165188340	165188531	RUNX_peak_1805	0	.	26	34	19	17	40	21	18	22
chr5	165188734	165189550	RUNX_peak_1806	0	.	152	144	130	154	205	230	116	179
chr5	169874706	169874975	RUNX_peak_1807	0	.	25	32	34	42	54	56	42	42
chr5	169875332	169875806	RUNX_peak_1808	0	.	62	61	43	63	111	75	75	83
chr5	170278776	170279075	RUNX_peak_1809	0	.	38	37	58	43	64	50	42	31
chr5	170293375	170293611	RUNX_peak_1810	0	.	36	61	39	40	63	62	43	33
chr5	170300831	170301050	RUNX_peak_1811	0	.	15	28	22	24	23	26	23	31
chr5	170333208	170333443	RUNX_peak_1812	0	.	31	39	21	17	45	38	27	36
chr5	172410322	172410587	RUNX_peak_1813	0	.	35	34	18	31	29	27	18	20
chr5	175653148	175653742	RUNX_peak_1814	0	.	72	121	119	130	168	123	81	92
chr5	175671034	175671484	RUNX_peak_1815	0	.	68	126	74	119	181	123	104	69
chr5	176361750	176361962	RUNX_peak_1816	0	.	47	37	26	31	47	37	39	39
chr5	176537093	176537215	RUNX_peak_1817	0	.	4	6	10	4	28	14	13	13
chr5	177022578	177022977	RUNX_peak_1818	0	.	58	50	45	70	57	47	55	48
chr5	177479639	177480340	RUNX_peak_1819	0	.	90	76	77	91	111	65	85	73
chr5	177494496	177494822	RUNX_peak_1820	0	.	48	50	26	42	67	36	48	37
chr5	178538784	178539415	RUNX_peak_1821	0	.	92	63	58	91	133	102	79	81
chr5	180069822	180070170	RUNX_peak_1822	0	.	65	90	65	68	97	73	61	85
chr5	180803803	180804018	RUNX_peak_1823	0	.	46	44	24	32	61	53	36	56
chr6	2542840	2543191	RUNX_peak_1824	0	.	77	133	79	87	189	158	89	89
chr6	2765079	2765386	RUNX_peak_1825	0	.	45	71	52	43	75	84	63	55
chr6	3023650	3024083	RUNX_peak_1826	0	.	97	123	53	79	146	112	105	76
chr6	3027027	3027347	RUNX_peak_1827	0	.	65	66	40	29	90	70	46	91
chr6	5049940	5050439	RUNX_peak_1828	0	.	77	118	64	64	121	98	122	107
chr6	5672354	5672638	RUNX_peak_1829	0	.	35	43	18	19	54	50	18	26
chr6	5723867	5724382	RUNX_peak_1830	0	.	78	103	80	64	119	101	74	81
chr6	6386131	6386474	RUNX_peak_1831	0	.	35	27	16	52	36	47	47	58
chr6	6588347	6589006	RUNX_peak_1832	0	.	73	87	56	105	103	82	84	119
chr6	6591865	6592189	RUNX_peak_1833	0	.	48	72	38	60	70	62	82	66
chr6	6685369	6685463	RUNX_peak_1834	0	.	14	48	12	26	35	31	26	20
chr6	6712020	6713132	RUNX_peak_1835	0	.	235	245	201	192	343	222	277	264
chr6	6799929	6800154	RUNX_peak_1836	0	.	43	39	31	28	61	64	49	49
chr6	6857008	6857595	RUNX_peak_1837	0	.	75	77	103	81	103	78	60	56
chr6	6858372	6858646	RUNX_peak_1838	0	.	15	15	16	19	34	17	31	39
chr6	6885003	6886022	RUNX_peak_1839	0	.	216	138	144	187	255	191	180	232
chr6	6942758	6943309	RUNX_peak_1840	0	.	173	301	189	192	350	317	225	276
chr6	7021243	7021445	RUNX_peak_1841	0	.	20	13	19	28	17	20	31	39
chr6	7042729	7042807	RUNX_peak_1842	0	.	6	5	8	12	9	4	5	6
chr6	7051738	7052122	RUNX_peak_1843	0	.	52	47	30	42	68	56	41	32
chr6	7130270	7130694	RUNX_peak_1844	0	.	62	42	51	52	115	56	59	71
chr6	7145678	7146186	RUNX_peak_1845	0	.	83	66	50	80	109	73	110	126
chr6	7255363	7255650	RUNX_peak_1846	0	.	20	26	28	45	36	39	38	48
chr6	7313158	7313544	RUNX_peak_1847	0	.	139	199	124	94	175	163	163	129
chr6	7954722	7955038	RUNX_peak_1848	0	.	70	42	60	71	129	95	41	57
chr6	10643070	10643532	RUNX_peak_1849	0	.	89	117	72	108	146	119	79	83
chr6	10901923	10902380	RUNX_peak_1850	0	.	35	87	82	74	78	75	77	71
chr6	11519483	11519701	RUNX_peak_1851	0	.	45	65	31	40	59	45	27	60
chr6	11525694	11526116	RUNX_peak_1852	0	.	117	98	57	90	132	74	92	73
chr6	11712843	11712934	RUNX_peak_1853	0	.	23	24	14	17	23	21	15	28
chr6	11770747	11770999	RUNX_peak_1854	0	.	47	50	46	32	93	58	62	66
chr6	11771249	11771509	RUNX_peak_1855	0	.	25	23	34	26	35	26	27	24
chr6	12011167	12011570	RUNX_peak_1856	0	.	61	67	66	34	72	60	84	96
chr6	12265885	12265982	RUNX_peak_1857	0	.	15	24	13	21	20	37	15	12
chr6	12266014	12266515	RUNX_peak_1858	0	.	52	54	37	60	56	58	69	74
chr6	12945179	12945539	RUNX_peak_1859	0	.	54	55	44	54	80	86	71	69
chr6	13286040	13286304	RUNX_peak_1860	0	.	28	25	11	23	26	29	30	39
chr6	13337860	13338232	RUNX_peak_1861	0	.	36	50	37	52	59	58	66	54
chr6	13636099	13636681	RUNX_peak_1862	0	.	57	38	55	81	95	108	68	73
chr6	13636708	13636731	RUNX_peak_1863	0	.	9	5	8	10	10	10	11	13
chr6	13762650	13762943	RUNX_peak_1864	0	.	51	72	35	33	79	70	37	48
chr6	14354992	14355206	RUNX_peak_1865	0	.	30	29	18	25	47	19	30	41
chr6	14596662	14596746	RUNX_peak_1866	0	.	11	20	14	34	29	32	12	7
chr6	14824668	14825151	RUNX_peak_1867	0	.	45	86	46	67	112	89	56	84
chr6	14910352	14911244	RUNX_peak_1868	0	.	224	260	184	201	329	258	194	215
chr6	14921570	14922398	RUNX_peak_1869	0	.	129	167	121	148	201	128	149	156
chr6	15062437	15062844	RUNX_peak_1870	0	.	71	55	47	81	81	66	72	66
chr6	15062849	15063202	RUNX_peak_1871	0	.	50	52	44	60	67	60	61	70
chr6	15063252	15063813	RUNX_peak_1872	0	.	121	81	67	73	105	69	66	95
chr6	15084663	15085153	RUNX_peak_1873	0	.	80	121	65	116	164	157	91	121
chr6	15299503	15299799	RUNX_peak_1874	0	.	47	43	37	65	62	60	44	58
chr6	15901175	15902150	RUNX_peak_1875	0	.	126	167	131	158	229	178	115	159
chr6	15905408	15906381	RUNX_peak_1876	0	.	104	131	134	147	189	140	167	174
chr6	16503973	16504371	RUNX_peak_1877	0	.	64	103	66	66	107	89	100	66
chr6	16684012	16684491	RUNX_peak_1878	0	.	55	97	81	111	102	91	59	90
chr6	16726166	16726724	RUNX_peak_1879	0	.	67	62	55	71	97	72	62	60
chr6	16727938	16728295	RUNX_peak_1880	0	.	66	53	59	69	117	72	83	82
chr6	16729302	16729854	RUNX_peak_1881	0	.	91	133	69	93	151	152	87	119
chr6	17022718	17022947	RUNX_peak_1882	0	.	32	63	22	24	71	65	38	56
chr6	21438770	21439374	RUNX_peak_1883	0	.	71	112	52	67	128	105	75	75
chr6	22026266	22026434	RUNX_peak_1884	0	.	15	26	14	11	25	24	18	19
chr6	22062850	22063344	RUNX_peak_1885	0	.	110	122	58	53	152	120	60	93
chr6	24951737	24952158	RUNX_peak_1886	0	.	69	73	56	63	145	111	69	117
chr6	25174125	25174540	RUNX_peak_1887	0	.	57	52	58	50	84	79	63	65
chr6	25179110	25179616	RUNX_peak_1888	0	.	109	118	55	102	149	100	71	75
chr6	25992466	25992687	RUNX_peak_1889	0	.	43	43	41	21	44	42	56	60
chr6	26205129	26205252	RUNX_peak_1890	0	.	19	13	15	20	29	18	20	19
chr6	26577368	26577693	RUNX_peak_1891	0	.	28	42	51	45	56	54	48	46
chr6	27866819	27866962	RUNX_peak_1892	0	.	19	26	28	28	37	26	15	18
chr6	28335967	28336925	RUNX_peak_1893	0	.	163	146	101	158	216	150	148	169
chr6	30450834	30451154	RUNX_peak_1894	0	.	45	81	25	44	79	85	68	59
chr6	30463502	30463914	RUNX_peak_1895	0	.	73	115	51	76	138	89	84	126
chr6	30509094	30509487	RUNX_peak_1896	0	.	54	92	59	35	84	54	73	73
chr6	30682370	30682820	RUNX_peak_1897	0	.	40	54	59	54	91	50	40	70
chr6	30742786	30743326	RUNX_peak_1898	0	.	139	174	157	142	240	191	108	166
chr6	30769296	30769574	RUNX_peak_1899	0	.	67	88	49	48	117	128	44	52
chr6	31558612	31560154	RUNX_peak_1900	0	.	394	486	315	323	685	531	342	420
chr6	31586211	31586939	RUNX_peak_1901	0	.	163	149	114	176	199	174	142	145
chr6	31737765	31738469	RUNX_peak_1902	0	.	117	153	151	154	207	213	163	139
chr6	31738771	31738788	RUNX_peak_1903	0	.	5	5	3	2	9	11	5	3
chr6	31902350	31902754	RUNX_peak_1904	0	.	44	39	39	53	59	37	33	40
chr6	32086775	32087029	RUNX_peak_1905	0	.	35	62	37	43	61	49	27	27
chr6	32944322	32944810	RUNX_peak_1906	0	.	77	91	48	88	107	114	66	92
chr6	32968638	32968949	RUNX_peak_1907	0	.	32	33	36	33	55	29	50	62
chr6	32969826	32970190	RUNX_peak_1908	0	.	43	56	56	49	66	67	57	70
chr6	32970397	32970418	RUNX_peak_1909	0	.	17	5	6	4	18	12	15	8
chr6	33200625	33200909	RUNX_peak_1910	0	.	87	69	57	51	60	86	58	88
chr6	33750685	33751299	RUNX_peak_1911	0	.	36	41	106	108	80	95	58	78
chr6	33856639	33856991	RUNX_peak_1912	0	.	79	73	46	56	120	78	55	66
chr6	34426101	34426274	RUNX_peak_1913	0	.	46	72	18	18	33	25	31	23
chr6	35047193	35047639	RUNX_peak_1914	0	.	56	69	39	58	98	101	45	73
chr6	35370024	35371226	RUNX_peak_1915	0	.	218	265	232	257	390	240	263	266
chr6	35468043	35468780	RUNX_peak_1916	0	.	215	270	221	173	317	260	251	225
chr6	36018403	36018738	RUNX_peak_1917	0	.	69	58	45	64	127	76	59	67
chr6	36018990	36019245	RUNX_peak_1918	0	.	23	38	20	28	48	25	41	44
chr6	36027589	36027895	RUNX_peak_1919	0	.	130	169	93	93	177	169	108	132
chr6	36493826	36494024	RUNX_peak_1920	0	.	21	40	27	31	51	45	27	35
chr6	36594127	36594177	RUNX_peak_1921	0	.	17	21	4	7	11	12	9	9
chr6	36753339	36753625	RUNX_peak_1922	0	.	43	29	36	33	66	44	52	49
chr6	36851417	36851894	RUNX_peak_1923	0	.	52	44	60	67	62	38	47	80
chr6	36874608	36874800	RUNX_peak_1924	0	.	15	14	8	20	13	28	31	20
chr6	36885667	36885915	RUNX_peak_1925	0	.	58	65	29	30	77	51	46	88
chr6	37050070	37050662	RUNX_peak_1926	0	.	71	129	124	141	221	216	143	132
chr6	37083496	37083914	RUNX_peak_1927	0	.	79	107	70	117	150	114	78	70
chr6	37183051	37183474	RUNX_peak_1928	0	.	55	84	81	165	194	138	90	102
chr6	37279716	37280266	RUNX_peak_1929	0	.	66	89	47	112	178	115	125	114
chr6	41706065	41706501	RUNX_peak_1930	0	.	68	70	47	76	104	90	56	78
chr6	41723560	41723829	RUNX_peak_1931	0	.	57	94	81	50	117	82	49	75
chr6	41936110	41936632	RUNX_peak_1932	0	.	126	144	158	145	186	204	137	159
chr6	41937969	41938412	RUNX_peak_1933	0	.	66	88	74	105	149	93	125	117
chr6	41939267	41939744	RUNX_peak_1934	0	.	104	132	98	93	206	124	129	129
chr6	42333420	42334065	RUNX_peak_1935	0	.	115	162	164	161	249	197	147	156
chr6	42781897	42782142	RUNX_peak_1936	0	.	6	9	25	20	25	14	40	44
chr6	43310730	43311094	RUNX_peak_1937	0	.	36	47	45	51	68	46	42	52
chr6	43311494	43311857	RUNX_peak_1938	0	.	34	40	28	46	71	34	33	29
chr6	43311942	43312076	RUNX_peak_1939	0	.	11	18	13	19	16	17	20	40
chr6	43312665	43313034	RUNX_peak_1940	0	.	61	62	49	76	68	68	58	58
chr6	43725067	43725616	RUNX_peak_1941	0	.	138	174	149	111	210	132	188	134
chr6	43884185	43884454	RUNX_peak_1942	0	.	41	45	31	55	84	60	50	42
chr6	43917526	43917746	RUNX_peak_1943	0	.	19	35	49	39	45	56	39	44
chr6	43924171	43924531	RUNX_peak_1944	0	.	77	100	77	59	92	106	122	87
chr6	44012139	44012446	RUNX_peak_1945	0	.	90	178	68	104	142	150	78	129
chr6	44387000	44387771	RUNX_peak_1946	0	.	87	191	121	117	175	165	114	135
chr6	44594398	44594920	RUNX_peak_1947	0	.	127	192	73	95	187	121	112	140
chr6	44598601	44599150	RUNX_peak_1948	0	.	138	108	89	119	188	168	135	150
chr6	44618073	44618546	RUNX_peak_1949	0	.	69	112	46	53	121	71	81	83
chr6	44622385	44623387	RUNX_peak_1950	0	.	184	179	145	199	206	202	185	200
chr6	44627166	44627499	RUNX_peak_1951	0	.	41	46	33	32	69	53	79	62
chr6	45437256	45437293	RUNX_peak_1952	0	.	14	11	12	5	18	12	10	9
chr6	45741695	45741914	RUNX_peak_1953	0	.	39	25	12	25	41	24	26	25
chr6	47242662	47242899	RUNX_peak_1954	0	.	47	48	32	34	47	39	33	31
chr6	52296755	52297056	RUNX_peak_1955	0	.	58	85	36	51	79	93	49	43
chr6	52305808	52305937	RUNX_peak_1956	0	.	15	12	12	22	21	25	10	24
chr6	52419989	52420342	RUNX_peak_1957	0	.	71	95	53	46	89	77	57	60
chr6	53199229	53199458	RUNX_peak_1958	0	.	32	78	16	35	72	74	41	36
chr6	56370768	56371166	RUNX_peak_1959	0	.	46	93	33	49	97	80	30	75
